18:08:43   27.08.2018             Programme Climap                  MeteoSuisse
Heures en UTC 0040 (UTC)  =  01:40 heures Heure d'hiver  =  02:40 heures Heure d'été
Période: 01.01.1753 00:00  -  01.12.2018 00:00 UTC 32767 -> Valeur manquante
nombre de stations  1
    58	Genève / Cointrin        411 m s.m.	498905/ 122632
nombre de paramètres  2
  1802  température de l'air à 2 m du sol; moyenne mensuelle homogène  [°C]
  1649  température de l'air à 2 m du sol; déviation de la moyenne mensuelle homogène par rapport à la norme 6190  [°C]

  STA JAHR MO TG HH MM  1802  1649
   58 1753  1  1  0  0  -3.9  -4.7 
   58 1753  2  1  0  0   1.9  -0.4 
   58 1753  3  1  0  0   6.9   1.8 
   58 1753  4  1  0  0   8.0  -0.8 
   58 1753  5  1  0  0  13.5   0.5 
   58 1753  6  1  0  0  18.5   2.0 
   58 1753  7  1  0  0  19.4   0.3 
   58 1753  8  1  0  0  15.8  -2.4 
   58 1753  9  1  0  0  14.3  -0.6 
   58 1753 10  1  0  0   9.7  -0.4 
   58 1753 11  1  0  0   3.2  -1.8 
   58 1753 12  1  0  0   3.2   1.4 
   58 1754  1  1  0  0  -0.4  -1.2 
   58 1754  2  1  0  0  -0.2  -2.5 
   58 1754  3  1  0  0   1.3  -3.8 
   58 1754  4  1  0  0   7.8  -1.0 
   58 1754  5  1  0  0  14.3   1.3 
   58 1754  6  1  0  0  16.9   0.4 
   58 1754  7  1  0  0  17.4  -1.7 
   58 1754  8  1  0  0  18.8   0.6 
   58 1754  9  1  0  0  14.8  -0.1 
   58 1754 10  1  0  0  11.2   1.1 
   58 1754 11  1  0  0   6.3   1.3 
   58 1754 12  1  0  0   1.3  -0.5 
   58 1755  1  1  0  0  -5.4  -6.2 
   58 1755  2  1  0  0  -1.6  -3.9 
   58 1755  3  1  0  0   4.1  -1.0 
   58 1755  4  1  0  0  13.0   4.2 
   58 1755  5  1  0  0  12.4  -0.6 
   58 1755  6  1  0  0  18.4   1.9 
   58 1755  7  1  0  0  18.5  -0.6 
   58 1755  8  1  0  0  16.4  -1.8 
   58 1755  9  1  0  0  13.6  -1.3 
   58 1755 10  1  0  0   8.9  -1.2 
   58 1755 11  1  0  0   4.1  -0.9 
   58 1755 12  1  0  0   0.7  -1.1 
   58 1756  1  1  0  0   1.4   0.6 
   58 1756  2  1  0  0   2.4   0.1 
   58 1756  3  1  0  0   4.6  -0.5 
   58 1756  4  1  0  0   8.0  -0.8 
   58 1756  5  1  0  0  12.0  -1.0 
   58 1756  6  1  0  0  18.2   1.7 
   58 1756  7  1  0  0  18.3  -0.8 
   58 1756  8  1  0  0  16.3  -1.9 
   58 1756  9  1  0  0  14.9   0.0 
   58 1756 10  1  0  0   9.0  -1.1 
   58 1756 11  1  0  0   2.1  -2.9 
   58 1756 12  1  0  0  -2.3  -4.1 
   58 1757  1  1  0  0  -2.8  -3.6 
   58 1757  2  1  0  0  -0.2  -2.5 
   58 1757  3  1  0  0   3.5  -1.6 
   58 1757  4  1  0  0   9.2   0.4 
   58 1757  5  1  0  0  14.3   1.3 
   58 1757  6  1  0  0  18.0   1.5 
   58 1757  7  1  0  0  21.2   2.1 
   58 1757  8  1  0  0  17.0  -1.2 
   58 1757  9  1  0  0  12.3  -2.6 
   58 1757 10  1  0  0   5.6  -4.5 
   58 1757 11  1  0  0   4.5  -0.5 
   58 1757 12  1  0  0  -0.4  -2.2 
   58 1758  1  1  0  0  -3.8  -4.6 
   58 1758  2  1  0  0   0.1  -2.2 
   58 1758  3  1  0  0   4.8  -0.3 
   58 1758  4  1  0  0   7.9  -0.9 
   58 1758  5  1  0  0  13.9   0.9 
   58 1758  6  1  0  0  17.2   0.7 
   58 1758  7  1  0  0  14.3  -4.8 
   58 1758  8  1  0  0  16.5  -1.7 
   58 1758  9  1  0  0  12.3  -2.6 
   58 1758 10  1  0  0   7.2  -2.9 
   58 1758 11  1  0  0   2.6  -2.4 
   58 1758 12  1  0  0   0.4  -1.4 
   58 1759  1  1  0  0  -0.4  -1.2 
   58 1759  2  1  0  0   1.7  -0.6 
   58 1759  3  1  0  0   4.3  -0.8 
   58 1759  4  1  0  0  10.2   1.4 
   58 1759  5  1  0  0  14.0   1.0 
   58 1759  6  1  0  0  16.1  -0.4 
   58 1759  7  1  0  0  20.7   1.6 
   58 1759  8  1  0  0  17.0  -1.2 
   58 1759  9  1  0  0  15.1   0.2 
   58 1759 10  1  0  0  11.0   0.9 
   58 1759 11  1  0  0   0.5  -4.5 
   58 1759 12  1  0  0  -1.0  -2.8 
   58 1760  1  1  0  0  -1.4  -2.2 
   58 1760  2  1  0  0   0.9  -1.4 
   58 1760  3  1  0  0   2.8  -2.3 
   58 1760  4  1  0  0  12.4   3.6 
   58 1760  5  1  0  0  14.0   1.0 
   58 1760  6  1  0  0  17.5   1.0 
   58 1760  7  1  0  0  19.0  -0.1 
   58 1760  8  1  0  0  16.6  -1.6 
   58 1760  9  1  0  0  14.8  -0.1 
   58 1760 10  1  0  0   9.4  -0.7 
   58 1760 11  1  0  0   4.2  -0.8 
   58 1760 12  1  0  0   2.4   0.6 
   58 1761  1  1  0  0  -3.3  -4.1 
   58 1761  2  1  0  0   2.9   0.6 
   58 1761  3  1  0  0   6.4   1.3 
   58 1761  4  1  0  0   8.7  -0.1 
   58 1761  5  1  0  0  14.8   1.8 
   58 1761  6  1  0  0  16.8   0.3 
   58 1761  7  1  0  0  19.6   0.5 
   58 1761  8  1  0  0  19.3   1.1 
   58 1761  9  1  0  0  15.6   0.7 
   58 1761 10  1  0  0   8.1  -2.0 
   58 1761 11  1  0  0   3.8  -1.2 
   58 1761 12  1  0  0  -2.1  -3.9 
   58 1762  1  1  0  0   1.3   0.5 
   58 1762  2  1  0  0  -0.3  -2.6 
   58 1762  3  1  0  0   1.3  -3.8 
   58 1762  4  1  0  0  12.2   3.4 
   58 1762  5  1  0  0  16.1   3.1 
   58 1762  6  1  0  0  17.1   0.6 
   58 1762  7  1  0  0  21.3   2.2 
   58 1762  8  1  0  0  17.5  -0.7 
   58 1762  9  1  0  0  14.3  -0.6 
   58 1762 10  1  0  0   7.8  -2.3 
   58 1762 11  1  0  0   3.1  -1.9 
   58 1762 12  1  0  0  -3.8  -5.6 
   58 1763  1  1  0  0  -3.8  -4.6 
   58 1763  2  1  0  0   4.6   2.3 
   58 1763  3  1  0  0   3.2  -1.9 
   58 1763  4  1  0  0   9.1   0.3 
   58 1763  5  1  0  0  12.5  -0.5 
   58 1763  6  1  0  0  17.2   0.7 
   58 1763  7  1  0  0  18.6  -0.5 
   58 1763  8  1  0  0  19.8   1.6 
   58 1763  9  1  0  0  13.2  -1.7 
   58 1763 10  1  0  0   8.0  -2.1 
   58 1763 11  1  0  0   3.1  -1.9 
   58 1763 12  1  0  0   1.9   0.1 
   58 1764  1  1  0  0   3.1   2.3 
   58 1764  2  1  0  0   3.2   0.9 
   58 1764  3  1  0  0   2.3  -2.8 
   58 1764  4  1  0  0   7.6  -1.2 
   58 1764  5  1  0  0  15.3   2.3 
   58 1764  6  1  0  0  18.0   1.5 
   58 1764  7  1  0  0  19.4   0.3 
   58 1764  8  1  0  0  16.0  -2.2 
   58 1764  9  1  0  0  13.0  -1.9 
   58 1764 10  1  0  0   7.0  -3.1 
   58 1764 11  1  0  0   2.9  -2.1 
   58 1764 12  1  0  0   1.1  -0.7 
   58 1765  1  1  0  0   1.3   0.5 
   58 1765  2  1  0  0  -0.7  -3.0 
   58 1765  3  1  0  0   5.7   0.6 
   58 1765  4  1  0  0   8.4  -0.4 
   58 1765  5  1  0  0  13.8   0.8 
   58 1765  6  1  0  0  18.6   2.1 
   58 1765  7  1  0  0  17.3  -1.8 
   58 1765  8  1  0  0  17.2  -1.0 
   58 1765  9  1  0  0  13.6  -1.3 
   58 1765 10  1  0  0   9.9  -0.2 
   58 1765 11  1  0  0   3.3  -1.7 
   58 1765 12  1  0  0  -1.1  -2.9 
   58 1766  1  1  0  0  -6.1  -6.9 
   58 1766  2  1  0  0  -1.4  -3.7 
   58 1766  3  1  0  0   3.9  -1.2 
   58 1766  4  1  0  0  10.3   1.5 
   58 1766  5  1  0  0  14.0   1.0 
   58 1766  6  1  0  0  18.2   1.7 
   58 1766  7  1  0  0  18.1  -1.0 
   58 1766  8  1  0  0  19.4   1.2 
   58 1766  9  1  0  0  16.1   1.2 
   58 1766 10  1  0  0  10.4   0.3 
   58 1766 11  1  0  0   4.5  -0.5 
   58 1766 12  1  0  0  -0.9  -2.7 
   58 1767  1  1  0  0  -4.6  -5.4 
   58 1767  2  1  0  0   4.8   2.5 
   58 1767  3  1  0  0   4.7  -0.4 
   58 1767  4  1  0  0   8.0  -0.8 
   58 1767  5  1  0  0  13.0   0.0 
   58 1767  6  1  0  0  17.1   0.6 
   58 1767  7  1  0  0  19.2   0.1 
   58 1767  8  1  0  0  18.4   0.2 
   58 1767  9  1  0  0  14.6  -0.3 
   58 1767 10  1  0  0   9.5  -0.6 
   58 1767 11  1  0  0   6.7   1.7 
   58 1767 12  1  0  0  -1.9  -3.7 
   58 1768  1  1  0  0  -2.5  -3.3 
   58 1768  2  1  0  0   1.8  -0.5 
   58 1768  3  1  0  0   2.1  -3.0 
   58 1768  4  1  0  0   9.7   0.9 
   58 1768  5  1  0  0  14.2   1.2 
   58 1768  6  1  0  0  15.9  -0.6 
   58 1768  7  1  0  0  18.8  -0.3 
   58 1768  8  1  0  0  18.2   0.0 
   58 1768  9  1  0  0  13.8  -1.1 
   58 1768 10  1  0  0  10.6   0.5 
   58 1768 11  1  0  0   5.2   0.2 
   58 1768 12  1  0  0   0.6  -1.2 
   58 1769  1  1  0  0   0.6  -0.2 
   58 1769  2  1  0  0   1.6  -0.7 
   58 1769  3  1  0  0   2.8  -2.3 
   58 1769  4  1  0  0   9.7   0.9 
   58 1769  5  1  0  0  14.1   1.1 
   58 1769  6  1  0  0  16.1  -0.4 
   58 1769  7  1  0  0  18.7  -0.4 
   58 1769  8  1  0  0  17.7  -0.5 
   58 1769  9  1  0  0  14.3  -0.6 
   58 1769 10  1  0  0   6.1  -4.0 
   58 1769 11  1  0  0   6.4   1.4 
   58 1769 12  1  0  0   1.1  -0.7 
   58 1770  1  1  0  0  -2.2  -3.0 
   58 1770  2  1  0  0   0.1  -2.2 
   58 1770  3  1  0  0   2.5  -2.6 
   58 1770  4  1  0  0   6.4  -2.4 
   58 1770  5  1  0  0  13.7   0.7 
   58 1770  6  1  0  0  16.2  -0.3 
   58 1770  7  1  0  0  16.1  -3.0 
   58 1770  8  1  0  0  18.7   0.5 
   58 1770  9  1  0  0  15.8   0.9 
   58 1770 10  1  0  0   8.6  -1.5 
   58 1770 11  1  0  0   4.6  -0.4 
   58 1770 12  1  0  0   1.0  -0.8 
   58 1771  1  1  0  0   0.5  -0.3 
   58 1771  2  1  0  0   0.9  -1.4 
   58 1771  3  1  0  0   4.7  -0.4 
   58 1771  4  1  0  0   6.0  -2.8 
   58 1771  5  1  0  0  15.3   2.3 
   58 1771  6  1  0  0  15.6  -0.9 
   58 1771  7  1  0  0  20.0   0.9 
   58 1771  8  1  0  0  17.4  -0.8 
   58 1771  9  1  0  0  14.8  -0.1 
   58 1771 10  1  0  0   9.8  -0.3 
   58 1771 11  1  0  0   2.2  -2.8 
   58 1771 12  1  0  0   2.6   0.8 
   58 1772  1  1  0  0   0.1  -0.7 
   58 1772  2  1  0  0   4.3   2.0 
   58 1772  3  1  0  0   6.4   1.3 
   58 1772  4  1  0  0   8.8   0.0 
   58 1772  5  1  0  0  12.2  -0.8 
   58 1772  6  1  0  0  18.6   2.1 
   58 1772  7  1  0  0  18.8  -0.3 
   58 1772  8  1  0  0  18.7   0.5 
   58 1772  9  1  0  0  16.1   1.2 
   58 1772 10  1  0  0  11.7   1.6 
   58 1772 11  1  0  0   6.4   1.4 
   58 1772 12  1  0  0   2.2   0.4 
   58 1773  1  1  0  0   1.5   0.7 
   58 1773  2  1  0  0  -1.0  -3.3 
   58 1773  3  1  0  0   3.2  -1.9 
   58 1773  4  1  0  0   8.1  -0.7 
   58 1773  5  1  0  0  12.8  -0.2 
   58 1773  6  1  0  0  16.9   0.4 
   58 1773  7  1  0  0  17.8  -1.3 
   58 1773  8  1  0  0  17.2  -1.0 
   58 1773  9  1  0  0  14.9   0.0 
   58 1773 10  1  0  0   9.6  -0.5 
   58 1773 11  1  0  0   4.5  -0.5 
   58 1773 12  1  0  0   2.5   0.7 
   58 1774  1  1  0  0   1.4   0.6 
   58 1774  2  1  0  0   2.5   0.2 
   58 1774  3  1  0  0   7.3   2.2 
   58 1774  4  1  0  0  10.2   1.4 
   58 1774  5  1  0  0  13.0   0.0 
   58 1774  6  1  0  0  16.6   0.1 
   58 1774  7  1  0  0  17.9  -1.2 
   58 1774  8  1  0  0  19.5   1.3 
   58 1774  9  1  0  0  13.3  -1.6 
   58 1774 10  1  0  0   7.7  -2.4 
   58 1774 11  1  0  0   2.1  -2.9 
   58 1774 12  1  0  0  -1.8  -3.6 
   58 1775  1  1  0  0   0.8   0.0 
   58 1775  2  1  0  0   3.9   1.6 
   58 1775  3  1  0  0   5.4   0.3 
   58 1775  4  1  0  0   7.4  -1.4 
   58 1775  5  1  0  0  11.8  -1.2 
   58 1775  6  1  0  0  17.7   1.2 
   58 1775  7  1  0  0  18.1  -1.0 
   58 1775  8  1  0  0  17.2  -1.0 
   58 1775  9  1  0  0  14.6  -0.3 
   58 1775 10  1  0  0   9.3  -0.8 
   58 1775 11  1  0  0   4.2  -0.8 
   58 1775 12  1  0  0  -0.2  -2.0 
   58 1776  1  1  0  0  -2.8  -3.6 
   58 1776  2  1  0  0   3.5   1.2 
   58 1776  3  1  0  0   6.6   1.5 
   58 1776  4  1  0  0   9.6   0.8 
   58 1776  5  1  0  0  12.0  -1.0 
   58 1776  6  1  0  0  17.3   0.8 
   58 1776  7  1  0  0  19.5   0.4 
   58 1776  8  1  0  0  18.9   0.7 
   58 1776  9  1  0  0  12.9  -2.0 
   58 1776 10  1  0  0   9.7  -0.4 
   58 1776 11  1  0  0   3.9  -1.1 
   58 1776 12  1  0  0   0.6  -1.2 
   58 1777  1  1  0  0  -0.9  -1.7 
   58 1777  2  1  0  0   0.3  -2.0 
   58 1777  3  1  0  0   7.4   2.3 
   58 1777  4  1  0  0   7.9  -0.9 
   58 1777  5  1  0  0  12.2  -0.8 
   58 1777  6  1  0  0  16.6   0.1 
   58 1777  7  1  0  0  17.7  -1.4 
   58 1777  8  1  0  0  19.4   1.2 
   58 1777  9  1  0  0  14.4  -0.5 
   58 1777 10  1  0  0  11.2   1.1 
   58 1777 11  1  0  0   4.8  -0.2 
   58 1777 12  1  0  0  -1.3  -3.1 
   58 1778  1  1  0  0  -0.5  -1.3 
   58 1778  2  1  0  0   0.2  -2.1 
   58 1778  3  1  0  0   5.2   0.1 
   58 1778  4  1  0  0  10.5   1.7 
   58 1778  5  1  0  0  14.6   1.6 
   58 1778  6  1  0  0  16.5   0.0 
   58 1778  7  1  0  0  21.0   1.9 
   58 1778  8  1  0  0  19.6   1.4 
   58 1778  9  1  0  0  12.8  -2.1 
   58 1778 10  1  0  0   9.6  -0.5 
   58 1778 11  1  0  0   5.2   0.2 
   58 1778 12  1  0  0   2.7   0.9 
   58 1779  1  1  0  0  -4.9  -5.7 
   58 1779  2  1  0  0   1.4  -0.9 
   58 1779  3  1  0  0   4.6  -0.5 
   58 1779  4  1  0  0  11.5   2.7 
   58 1779  5  1  0  0  15.1   2.1 
   58 1779  6  1  0  0  15.4  -1.1 
   58 1779  7  1  0  0  18.5  -0.6 
   58 1779  8  1  0  0  17.9  -0.3 
   58 1779  9  1  0  0  15.3   0.4 
   58 1779 10  1  0  0  11.9   1.8 
   58 1779 11  1  0  0   5.0   0.0 
   58 1779 12  1  0  0   4.1   2.3 
   58 1780  1  1  0  0  -2.4  -3.2 
   58 1780  2  1  0  0  -1.0  -3.3 
   58 1780  3  1  0  0   7.0   1.9 
   58 1780  4  1  0  0   8.0  -0.8 
   58 1780  5  1  0  0  15.3   2.3 
   58 1780  6  1  0  0  17.9   1.4 
   58 1780  7  1  0  0  20.1   1.0 
   58 1780  8  1  0  0  19.7   1.5 
   58 1780  9  1  0  0  15.0   0.1 
   58 1780 10  1  0  0   9.8  -0.3 
   58 1780 11  1  0  0   3.1  -1.9 
   58 1780 12  1  0  0  -0.8  -2.6 
   58 1781  1  1  0  0   0.8   0.0 
   58 1781  2  1  0  0   2.7   0.4 
   58 1781  3  1  0  0   5.2   0.1 
   58 1781  4  1  0  0  11.9   3.1 
   58 1781  5  1  0  0  16.3   3.3 
   58 1781  6  1  0  0  17.7   1.2 
   58 1781  7  1  0  0  20.3   1.2 
   58 1781  8  1  0  0  19.4   1.2 
   58 1781  9  1  0  0  15.2   0.3 
   58 1781 10  1  0  0   8.2  -1.9 
   58 1781 11  1  0  0   5.6   0.6 
   58 1781 12  1  0  0   3.3   1.5 
   58 1782  1  1  0  0   2.0   1.2 
   58 1782  2  1  0  0  -3.7  -6.0 
   58 1782  3  1  0  0   3.6  -1.5 
   58 1782  4  1  0  0   8.1  -0.7 
   58 1782  5  1  0  0  12.0  -1.0 
   58 1782  6  1  0  0  19.3   2.8 
   58 1782  7  1  0  0  21.5   2.4 
   58 1782  8  1  0  0  17.7  -0.5 
   58 1782  9  1  0  0  13.3  -1.6 
   58 1782 10  1  0  0   7.3  -2.8 
   58 1782 11  1  0  0   1.2  -3.8 
   58 1782 12  1  0  0  -1.9  -3.7 
   58 1783  1  1  0  0   2.2   1.4 
   58 1783  2  1  0  0   3.3   1.0 
   58 1783  3  1  0  0   4.0  -1.1 
   58 1783  4  1  0  0   8.7  -0.1 
   58 1783  5  1  0  0  14.3   1.3 
   58 1783  6  1  0  0  16.2  -0.3 
   58 1783  7  1  0  0  21.2   2.1 
   58 1783  8  1  0  0  17.8  -0.4 
   58 1783  9  1  0  0  15.0   0.1 
   58 1783 10  1  0  0  10.5   0.4 
   58 1783 11  1  0  0   5.2   0.2 
   58 1783 12  1  0  0   1.8   0.0 
   58 1784  1  1  0  0  -1.8  -2.6 
   58 1784  2  1  0  0  -1.2  -3.5 
   58 1784  3  1  0  0   4.1  -1.0 
   58 1784  4  1  0  0   6.2  -2.6 
   58 1784  5  1  0  0  16.2   3.2 
   58 1784  6  1  0  0  18.3   1.8 
   58 1784  7  1  0  0  19.9   0.8 
   58 1784  8  1  0  0  16.6  -1.6 
   58 1784  9  1  0  0  16.2   1.3 
   58 1784 10  1  0  0   6.3  -3.8 
   58 1784 11  1  0  0   3.9  -1.1 
   58 1784 12  1  0  0  -3.6  -5.4 
   58 1785  1  1  0  0  -0.1  -0.9 
   58 1785  2  1  0  0  -2.8  -5.1 
   58 1785  3  1  0  0  -3.6  -8.7 
   58 1785  4  1  0  0   4.5  -4.3 
   58 1785  5  1  0  0  14.6   1.6 
   58 1785  6  1  0  0  17.5   1.0 
   58 1785  7  1  0  0  18.2  -0.9 
   58 1785  8  1  0  0  16.3  -1.9 
   58 1785  9  1  0  0  16.0   1.1 
   58 1785 10  1  0  0   8.8  -1.3 
   58 1785 11  1  0  0   4.0  -1.0 
   58 1785 12  1  0  0   1.3  -0.5 
   58 1786  1  1  0  0   0.2  -0.6 
   58 1786  2  1  0  0   1.4  -0.9 
   58 1786  3  1  0  0   2.4  -2.7 
   58 1786  4  1  0  0   9.8   1.0 
   58 1786  5  1  0  0  13.5   0.5 
   58 1786  6  1  0  0  18.8   2.3 
   58 1786  7  1  0  0  17.5  -1.6 
   58 1786  8  1  0  0  16.4  -1.8 
   58 1786  9  1  0  0  14.1  -0.8 
   58 1786 10  1  0  0   7.1  -3.0 
   58 1786 11  1  0  0   2.7  -2.3 
   58 1786 12  1  0  0   0.7  -1.1 
   58 1787  1  1  0  0  -2.9  -3.7 
   58 1787  2  1  0  0   0.0  -2.3 
   58 1787  3  1  0  0   6.5   1.4 
   58 1787  4  1  0  0   8.6  -0.2 
   58 1787  5  1  0  0  11.3  -1.7 
   58 1787  6  1  0  0  18.1   1.6 
   58 1787  7  1  0  0  18.4  -0.7 
   58 1787  8  1  0  0  18.7   0.5 
   58 1787  9  1  0  0  14.4  -0.5 
   58 1787 10  1  0  0  10.0  -0.1 
   58 1787 11  1  0  0   4.9  -0.1 
   58 1787 12  1  0  0   4.0   2.2 
   58 1788  1  1  0  0   0.6  -0.2 
   58 1788  2  1  0  0   3.7   1.4 
   58 1788  3  1  0  0   6.6   1.5 
   58 1788  4  1  0  0   9.4   0.6 
   58 1788  5  1  0  0  14.9   1.9 
   58 1788  6  1  0  0  17.8   1.3 
   58 1788  7  1  0  0  20.5   1.4 
   58 1788  8  1  0  0  17.9  -0.3 
   58 1788  9  1  0  0  15.2   0.3 
   58 1788 10  1  0  0   8.1  -2.0 
   58 1788 11  1  0  0   1.4  -3.6 
   58 1788 12  1  0  0  -6.0  -7.8 
   58 1789  1  1  0  0  -1.9  -2.7 
   58 1789  2  1  0  0   2.4   0.1 
   58 1789  3  1  0  0   1.2  -3.9 
   58 1789  4  1  0  0  10.1   1.3 
   58 1789  5  1  0  0  15.7   2.7 
   58 1789  6  1  0  0  15.1  -1.4 
   58 1789  7  1  0  0  17.8  -1.3 
   58 1789  8  1  0  0  18.2   0.0 
   58 1789  9  1  0  0  13.6  -1.3 
   58 1789 10  1  0  0   8.3  -1.8 
   58 1789 11  1  0  0   2.6  -2.4 
   58 1789 12  1  0  0   0.7  -1.1 
   58 1790  1  1  0  0   0.1  -0.7 
   58 1790  2  1  0  0   1.9  -0.4 
   58 1790  3  1  0  0   5.4   0.3 
   58 1790  4  1  0  0   8.0  -0.8 
   58 1790  5  1  0  0  14.8   1.8 
   58 1790  6  1  0  0  17.6   1.1 
   58 1790  7  1  0  0  17.7  -1.4 
   58 1790  8  1  0  0  19.1   0.9 
   58 1790  9  1  0  0  13.3  -1.6 
   58 1790 10  1  0  0  11.3   1.2 
   58 1790 11  1  0  0   5.3   0.3 
   58 1790 12  1  0  0   1.6  -0.2 
   58 1791  1  1  0  0   2.4   1.6 
   58 1791  2  1  0  0   1.3  -1.0 
   58 1791  3  1  0  0   4.7  -0.4 
   58 1791  4  1  0  0  12.3   3.5 
   58 1791  5  1  0  0  14.0   1.0 
   58 1791  6  1  0  0  17.5   1.0 
   58 1791  7  1  0  0  19.1   0.0 
   58 1791  8  1  0  0  20.4   2.2 
   58 1791  9  1  0  0  15.3   0.4 
   58 1791 10  1  0  0   9.8  -0.3 
   58 1791 11  1  0  0   2.5  -2.5 
   58 1791 12  1  0  0   1.7  -0.1 
   58 1792  1  1  0  0   0.3  -0.5 
   58 1792  2  1  0  0   0.9  -1.4 
   58 1792  3  1  0  0   6.4   1.3 
   58 1792  4  1  0  0  11.3   2.5 
   58 1792  5  1  0  0  13.2   0.2 
   58 1792  6  1  0  0  17.6   1.1 
   58 1792  7  1  0  0  19.1   0.0 
   58 1792  8  1  0  0  18.7   0.5 
   58 1792  9  1  0  0  13.4  -1.5 
   58 1792 10  1  0  0  10.9   0.8 
   58 1792 11  1  0  0   4.7  -0.3 
   58 1792 12  1  0  0   1.1  -0.7 
   58 1793  1  1  0  0  -1.7  -2.5 
   58 1793  2  1  0  0   2.6   0.3 
   58 1793  3  1  0  0   5.6   0.5 
   58 1793  4  1  0  0   8.6  -0.2 
   58 1793  5  1  0  0  12.9  -0.1 
   58 1793  6  1  0  0  16.6   0.1 
   58 1793  7  1  0  0  21.8   2.7 
   58 1793  8  1  0  0  20.9   2.7 
   58 1793  9  1  0  0  13.9  -1.0 
   58 1793 10  1  0  0  10.7   0.6 
   58 1793 11  1  0  0   4.7  -0.3 
   58 1793 12  1  0  0   2.2   0.4 
   58 1794  1  1  0  0  -0.3  -1.1 
   58 1794  2  1  0  0   4.6   2.3 
   58 1794  3  1  0  0   7.3   2.2 
   58 1794  4  1  0  0  12.7   3.9 
   58 1794  5  1  0  0  13.7   0.7 
   58 1794  6  1  0  0  17.7   1.2 
   58 1794  7  1  0  0  22.4   3.3 
   58 1794  8  1  0  0  17.8  -0.4 
   58 1794  9  1  0  0  13.0  -1.9 
   58 1794 10  1  0  0   9.1  -1.0 
   58 1794 11  1  0  0   5.4   0.4 
   58 1794 12  1  0  0  -1.7  -3.5 
   58 1795  1  1  0  0  -6.5  -7.3 
   58 1795  2  1  0  0   1.7  -0.6 
   58 1795  3  1  0  0   4.3  -0.8 
   58 1795  4  1  0  0  11.1   2.3 
   58 1795  5  1  0  0  14.7   1.7 
   58 1795  6  1  0  0  17.7   1.2 
   58 1795  7  1  0  0  17.0  -2.1 
   58 1795  8  1  0  0  19.2   1.0 
   58 1795  9  1  0  0  16.3   1.4 
   58 1795 10  1  0  0  12.0   1.9 
   58 1795 11  1  0  0   2.9  -2.1 
   58 1795 12  1  0  0   2.2   0.4 
   58 1796  1  1  0  0   1.5   0.7 
   58 1796  2  1  0  0   1.7  -0.6 
   58 1796  3  1  0  0   1.9  -3.2 
   58 1796  4  1  0  0   9.2   0.4 
   58 1796  5  1  0  0  13.7   0.7 
   58 1796  6  1  0  0  16.7   0.2 
   58 1796  7  1  0  0  18.1  -1.0 
   58 1796  8  1  0  0  18.7   0.5 
   58 1796  9  1  0  0  16.0   1.1 
   58 1796 10  1  0  0   9.5  -0.6 
   58 1796 11  1  0  0   4.0  -1.0 
   58 1796 12  1  0  0  -1.8  -3.6 
   58 1797  1  1  0  0  -0.6  -1.4 
   58 1797  2  1  0  0   0.7  -1.6 
   58 1797  3  1  0  0   3.4  -1.7 
   58 1797  4  1  0  0  10.7   1.9 
   58 1797  5  1  0  0  15.8   2.8 
   58 1797  6  1  0  0  14.4  -2.1 
   58 1797  7  1  0  0  20.7   1.6 
   58 1797  8  1  0  0  19.2   1.0 
   58 1797  9  1  0  0  14.4  -0.5 
   58 1797 10  1  0  0   8.8  -1.3 
   58 1797 11  1  0  0   5.1   0.1 
   58 1797 12  1  0  0   2.4   0.6 
   58 1798  1  1  0  0  -0.2  -1.0 
   58 1798  2  1  0  0   0.1  -2.2 
   58 1798  3  1  0  0   3.7  -1.4 
   58 1798  4  1  0  0  10.3   1.5 
   58 1798  5  1  0  0  14.4   1.4 
   58 1798  6  1  0  0  17.7   1.2 
   58 1798  7  1  0  0  18.4  -0.7 
   58 1798  8  1  0  0  18.6   0.4 
   58 1798  9  1  0  0  14.7  -0.2 
   58 1798 10  1  0  0   9.0  -1.1 
   58 1798 11  1  0  0   4.3  -0.7 
   58 1798 12  1  0  0  -0.9  -2.7 
   58 1799  1  1  0  0  -2.6  -3.4 
   58 1799  2  1  0  0   3.6   1.3 
   58 1799  3  1  0  0   4.1  -1.0 
   58 1799  4  1  0  0   7.1  -1.7 
   58 1799  5  1  0  0  12.1  -0.9 
   58 1799  6  1  0  0  15.9  -0.6 
   58 1799  7  1  0  0  17.5  -1.6 
   58 1799  8  1  0  0  18.2   0.0 
   58 1799  9  1  0  0  14.8  -0.1 
   58 1799 10  1  0  0   8.7  -1.4 
   58 1799 11  1  0  0   2.7  -2.3 
   58 1799 12  1  0  0  -3.4  -5.2 
   58 1800  1  1  0  0   1.7   0.9 
   58 1800  2  1  0  0   1.0  -1.3 
   58 1800  3  1  0  0   2.0  -3.1 
   58 1800  4  1  0  0  12.1   3.3 
   58 1800  5  1  0  0  15.6   2.6 
   58 1800  6  1  0  0  15.2  -1.3 
   58 1800  7  1  0  0  19.9   0.8 
   58 1800  8  1  0  0  18.5   0.3 
   58 1800  9  1  0  0  14.7  -0.2 
   58 1800 10  1  0  0   7.1  -3.0 
   58 1800 11  1  0  0   5.5   0.5 
   58 1800 12  1  0  0  -0.1  -1.9 
   58 1801  1  1  0  0   1.3   0.5 
   58 1801  2  1  0  0   1.6  -0.7 
   58 1801  3  1  0  0   5.8   0.7 
